iter	Logloss
0	0.6767261278
1	0.6598200552
2	0.6434563004
3	0.6273789099
4	0.6116147558
5	0.5960135316
6	0.5813540151
7	0.566888202
8	0.5532907156
9	0.5396762897
10	0.5266704985
11	0.5140876798
12	0.5021318739
13	0.4902036229
14	0.4781652794
15	0.4667660071
16	0.4557801934
17	0.4455392768
18	0.4357164261
19	0.4260875956
20	0.4164924777
21	0.4072228012
22	0.3985094665
23	0.3901125228
24	0.3816288606
25	0.3733721589
26	0.3655967935
27	0.3577696587
28	0.3506138744
29	0.3434548461
30	0.3364794358
31	0.32892397
32	0.3220848581
33	0.3157487836
34	0.3092889752
35	0.3034091472
36	0.2978427792
37	0.2921406665
38	0.287009325
39	0.2818099827
40	0.2766867755
41	0.2718773192
42	0.2668916386
43	0.262337741
44	0.2575982708
45	0.2533683326
46	0.2489195739
47	0.2449613196
48	0.2410379004
49	0.2372062646
50	0.2336324792
51	0.2301163388
52	0.226491634
53	0.2228137003
54	0.2195878408
55	0.2165868973
56	0.2135962507
57	0.21070391
58	0.2077160369
59	0.2049310516
60	0.2023366575
61	0.1996674551
62	0.1971411793
63	0.1946536446
64	0.1920601072
65	0.1893236287
66	0.1868491181
67	0.1844120373
68	0.1820558701
69	0.1797741283
70	0.1777344952
71	0.1757709639
72	0.1738349563
73	0.1717291193
74	0.1697941689
75	0.1679349024
76	0.1660890057
77	0.1643233458
78	0.1626175803
79	0.1610555526
80	0.1596614675
81	0.1582699319
82	0.1568296156
83	0.1554800837
84	0.154145987
85	0.1527582125
86	0.1513670506
87	0.150181323
88	0.1490157015
89	0.1477549822
90	0.1464206792
91	0.1454100959
92	0.1443236603
93	0.1430548062
94	0.1419792587
95	0.1409734379
96	0.1399510616
97	0.1390039855
98	0.1380429462
99	0.1370703724
100	0.136065241
101	0.1349987264
102	0.1341327362
103	0.1331961513
104	0.1322746054
105	0.131377744
106	0.1304625064
107	0.1296127127
108	0.1287252638
109	0.1278346977
110	0.1270480114
111	0.1262745004
112	0.1254413648
113	0.1246320841
114	0.1239887849
115	0.1234517059
116	0.1228221164
117	0.1222550293
118	0.1215508582
119	0.1209235522
120	0.1203159588
121	0.1198288642
122	0.1192183703
123	0.1185041184
124	0.1178690371
125	0.1173110393
126	0.1167935652
127	0.1163429733
128	0.1158785016
129	0.1154493376
130	0.1147296467
131	0.1140102744
132	0.1132500403
133	0.1124920081
134	0.1117848466
135	0.1110592738
136	0.1104255342
137	0.1097745503
138	0.1092477431
139	0.1086914589
140	0.1081265136
141	0.1075326612
142	0.1069818371
143	0.106477735
144	0.1058935124
145	0.1053457375
146	0.1048061175
147	0.1042944004
148	0.1037630234
149	0.1032986582
150	0.1027715625
151	0.1023366852
152	0.1018752553
153	0.1014479947
154	0.1009841847
155	0.1005954185
156	0.1002011717
157	0.09980473695
158	0.09938879974
159	0.09903046239
160	0.09860599285
161	0.09826353487
162	0.09791470122
163	0.09759084619
164	0.09727169096
165	0.09694199628
166	0.09658182976
167	0.09625119549
168	0.09593212614
169	0.09564058952
170	0.09533941784
171	0.09506076489
172	0.09480580806
173	0.09452097904
174	0.09425275523
175	0.0939408557
176	0.09361194222
177	0.09328181109
178	0.09296583755
179	0.09270177522
180	0.09240922585
181	0.09215410969
182	0.09182906009
183	0.09154740006
184	0.09127824835
185	0.09102224385
186	0.09076810396
187	0.09051283245
188	0.09025344155
189	0.09002703237
190	0.08982001083
191	0.08956989491
192	0.08933239985
193	0.08912691587
194	0.08889662689
195	0.0886749942
196	0.08843687309
197	0.0882041471
198	0.08799918191
199	0.08782065796
200	0.08763015088
201	0.08743927358
