iter	Logloss
207	0.5654923699
208	0.565389493
209	0.5651139232
210	0.5649566044
211	0.564863437
212	0.5647680046
213	0.5646407054
214	0.5644879984
215	0.5643084604
216	0.5642017454
217	0.5640867676
218	0.5639978189
219	0.5636935874
220	0.5633469124
221	0.5630717538
222	0.5628316276
223	0.5626528618
224	0.5625379493
225	0.56245411
226	0.562363036
227	0.5622024357
228	0.5616667694
229	0.5614095364
230	0.5612681444
231	0.5611725972
232	0.5610952235
233	0.5607790509
234	0.5606919071
235	0.5605497526
236	0.5603926006
237	0.5603097478
238	0.5601917416
239	0.5600699248
240	0.5599307901
241	0.5598179696
242	0.5597456885
243	0.5596686739
244	0.5595120582
245	0.559388855
246	0.5592424818
247	0.5591526215
248	0.5590518991
249	0.558959591
250	0.5588251524
251	0.5586977559
252	0.5584373262
253	0.5583466582
254	0.5583025301
255	0.5580776275
256	0.5579576518
257	0.5578266675
258	0.5576999816
259	0.5575983675
260	0.5574847716
261	0.5574253929
262	0.5573503352
263	0.5572574545
264	0.5571592588
265	0.5570465736
266	0.5567652611
267	0.5566664129
268	0.5565834015
269	0.5564787618
270	0.556402674
271	0.5560158108
272	0.5559222068
273	0.5558125767
274	0.5557397662
275	0.5556608523
276	0.555545909
277	0.5554253091
278	0.5553134684
279	0.5551381576
280	0.5550321094
281	0.5549438819
282	0.5548606886
283	0.5547135524
284	0.554640679
285	0.5545621402
286	0.5544442189
287	0.5543305092
288	0.5542388159
289	0.5541387802
290	0.5539536875
291	0.5537648964
292	0.5536834484
293	0.5536155322
294	0.5535109208
295	0.5533996592
296	0.5532695182
297	0.5531707325
298	0.5530318829
299	0.5529240488
300	0.552847879
301	0.5527735897
302	0.5526854995
303	0.5525826562
304	0.5522298353
305	0.551836941
306	0.5517476068
307	0.5516452879
308	0.5513993437
309	0.5513231121
310	0.5512405965
311	0.5511348922
312	0.5510243848
313	0.5508716826
314	0.5507258572
315	0.550646479
316	0.5505429138
317	0.5504301776
318	0.5503371691
319	0.5502785053
320	0.5501756241
321	0.5500814965
322	0.5500058259
323	0.5499200372
324	0.549808287
325	0.5497188044
326	0.5496273724
327	0.5494891398
328	0.5494043045
329	0.549312075
330	0.5491950336
331	0.5490189061
332	0.5489152828
333	0.5488103066
334	0.5487401679
335	0.5486883687
336	0.5485995513
337	0.5483949776
338	0.5482986639
339	0.5482203627
340	0.5481217744
341	0.5480359385
342	0.5479444969
343	0.547861602
344	0.5476504788
345	0.5473174451
346	0.5472212451
347	0.5471396884
348	0.547071862
349	0.547000816
350	0.5468960652
351	0.5468558724
352	0.546772527
353	0.54669557
354	0.5466366294
355	0.5465346351
356	0.5464502201
357	0.5463353116
358	0.5462648793
359	0.5461400344
360	0.5460772579
361	0.5459094049
362	0.545847154
363	0.5457779592
364	0.5456889274
365	0.5455742097
366	0.5455278772
367	0.5454654569
368	0.545417303
369	0.5453353425
370	0.5453044045
371	0.5452006879
372	0.5450822151
373	0.5449921608
374	0.5449191484
375	0.5448721928
376	0.5448152846
377	0.5447171247
378	0.5445987161
379	0.5445187507
380	0.5444499169
381	0.5443682097
382	0.5441914674
383	0.5441441735
384	0.5440633755
385	0.5439443115
386	0.5437341908
387	0.5436508671
388	0.5435746982
389	0.5434912429
390	0.5434228506
391	0.5433395046
392	0.5432747829
393	0.543207503
394	0.5431456346
395	0.5430799703
396	0.5428378578
397	0.5427654357
398	0.5426894216
399	0.5425063779
400	0.5424207141
401	0.542326084
402	0.5422085574
403	0.5421210263
404	0.5420194558
405	0.5419610427
406	0.5417548023
407	0.5417006324
408	0.5416326319
409	0.5414366186
410	0.5413578044
411	0.5412631925
412	0.5412046871
413	0.5410592495
414	0.5410013647
415	0.5409297868
416	0.5408370494
417	0.5407859165
418	0.5406933983
419	0.5406171062
420	0.5405114458
421	0.5404152648
422	0.5403496615
423	0.5402317152
424	0.540173505
425	0.5400984974
426	0.5400227713
427	0.5399602639
428	0.5398548562
429	0.539756386
430	0.5396798226
431	0.5395913105
432	0.5395451085
433	0.5394685574
434	0.5393841041
435	0.5392894768
436	0.5392132421
437	0.5390843235
438	0.5390347175
439	0.5389375986
440	0.5388654948
441	0.5387867996
442	0.5387205453
443	0.5385495823
444	0.5384777689
445	0.5383846521
446	0.5383431786
447	0.5382539403
448	0.5381743194
449	0.538099505
450	0.5380240393
451	0.5379735009
452	0.5379094556
453	0.5378495646
454	0.5377744698
455	0.5377185681
456	0.5375935723
457	0.5374793298
458	0.5374142096
459	0.5373623952
460	0.5372578214
461	0.5371948302
462	0.5371069348
463	0.5370478285
464	0.5369296457
465	0.5368671038
466	0.5368019613
467	0.5367035323
468	0.5365613284
469	0.53646667
470	0.5363970658
471	0.5363296045
472	0.5362439329
473	0.5361262554
474	0.5360695171
475	0.5359731086
476	0.5359166245
477	0.5358208982
478	0.5357236709
479	0.5356745474
480	0.5356329431
481	0.5355863179
482	0.5354129647
483	0.5353197864
484	0.5352635519
485	0.5350740069
486	0.5349749068
487	0.5348965277
488	0.5348260684
489	0.5347858222
490	0.5347082319
491	0.5346237682
492	0.5345734911
493	0.5344050618
494	0.5343612469
495	0.5342625767
496	0.5342035418
497	0.5341109723
498	0.5340195618
499	0.533925851
500	0.5338469081
501	0.533796749
502	0.5336882378
503	0.5336264496
504	0.5335318699
505	0.533430627
506	0.5333430768
507	0.5332462712
508	0.5331698345
509	0.5330979725
510	0.5330166964
511	0.5329489095
512	0.5327223564
513	0.5326450963
514	0.5325802085
515	0.5324641581
516	0.5323850368
517	0.5322977836
518	0.5322129696
519	0.5321233069
520	0.5320119872
521	0.5318653421
522	0.5318094034
523	0.5316582454
524	0.5315857612
525	0.5315268256
526	0.5314442338
527	0.5313854324
528	0.531293294
529	0.531198713
530	0.53108643
531	0.5310190833
532	0.530953042
533	0.5308761325
534	0.5307785383
535	0.530720049
536	0.5306450452
537	0.5305767732
538	0.5305024716
539	0.5303645563
540	0.5302898763
541	0.5302151801
542	0.5301300995
543	0.5300803065
544	0.5300162192
545	0.529951765
546	0.5298827715
547	0.5298372473
548	0.5297938599
549	0.5297054837
550	0.5296673442
551	0.5296123645
552	0.5295603542
553	0.5294801922
554	0.5294084522
555	0.5293327136
556	0.5292637433
557	0.5291564872
558	0.5291028848
559	0.5290503163
560	0.5290065196
561	0.5289211404
562	0.5288634274
563	0.5287587078
564	0.528699704
565	0.5284113994
566	0.5283088321
567	0.5282496455
568	0.5282095987
569	0.5281568137
570	0.5280860528
571	0.5280138805
572	0.5279545121
573	0.5278565623
574	0.527790899
575	0.527717216
576	0.5276650174
577	0.5276058879
578	0.5275328191
579	0.5274557759
580	0.5273690126
581	0.5272905785
582	0.5272189598
583	0.5271346692
584	0.5270721801
585	0.527040334
586	0.5269540704
587	0.5268793729
588	0.5267810983
589	0.5267255403
590	0.5266640867
591	0.5266220311
592	0.5265359672
593	0.5263567084
594	0.5262680821
595	0.5262206354
596	0.5261551109
597	0.5260668572
598	0.5260145582
599	0.5259449437
600	0.5258701911
601	0.52577634
602	0.5257240513
603	0.5256732469
604	0.5256017413
605	0.5254898474
606	0.5254448228
607	0.5253731035
608	0.5253375286
609	0.5252618664
610	0.5252323749
611	0.5251534186
612	0.5250718238
613	0.5250226837
614	0.5249490692
615	0.5248735441
616	0.5248053107
617	0.5247350094
618	0.524677089
619	0.5246145687
620	0.5245735008
621	0.5244971956
622	0.5244281066
623	0.5243821399
624	0.5242145842
625	0.5241263993
626	0.5239949461
627	0.5239574045
628	0.523902478
629	0.5238295807
630	0.5237776006
631	0.523719912
632	0.5236297157
633	0.5236152845
634	0.5234314068
635	0.5233636182
636	0.5233096656
637	0.5232359955
638	0.523176949
639	0.5231043998
640	0.5230619815
641	0.5229709596
642	0.5228632281
643	0.5227807997
644	0.5227108852
645	0.5226606273
646	0.5226208814
647	0.5225747689
648	0.5225077326
649	0.5224414546
650	0.5223882551
651	0.5222797527
652	0.5222245851
653	0.5220743328
654	0.5219853866
655	0.5216973041
656	0.521655922
657	0.5215876245
658	0.5215130236
659	0.5214961613
660	0.521385561
661	0.5213188085
662	0.5212530107
663	0.5211822541
664	0.5210926876
665	0.5210132765
666	0.5209330853
667	0.5208682089
668	0.5207316777
669	0.52067866
670	0.5206389779
671	0.5205740863
672	0.5204791658
673	0.5204268135
674	0.5203559782
675	0.5202677255
676	0.5201691683
677	0.5200914813
678	0.5200307803
679	0.519946424
680	0.5199125177
681	0.5198667001
682	0.5197948814
683	0.5197515797
684	0.519670692
685	0.5195995514
686	0.5195159531
687	0.5194366561
688	0.5193757735
689	0.5193236968
690	0.5192616137
691	0.5192091089
692	0.5191299111
693	0.5189907795
694	0.5188911605
695	0.5188456378
696	0.5187002217
697	0.5186196042
698	0.5185593329
699	0.5185180907
