iter	Logloss
210	0.2604714579
211	0.2603470451
212	0.2602283705
213	0.2601363561
214	0.26003683
215	0.2599491985
216	0.2598400339
217	0.2597610049
218	0.2596794793
219	0.2595901054
220	0.2594995422
221	0.2594010838
222	0.2593122084
223	0.259213624
224	0.2591187538
225	0.2590405145
226	0.2589621431
227	0.2588697593
228	0.2587818386
229	0.2586944437
230	0.2586065196
231	0.2585109887
232	0.2584192452
233	0.2583304874
234	0.2582482483
235	0.2581727147
236	0.2581053567
237	0.2580437217
238	0.2579786594
239	0.2578958515
240	0.2578140609
241	0.2577542144
242	0.257688253
243	0.2576243911
244	0.257573115
245	0.2574965625
246	0.2574344066
247	0.2573669899
248	0.2573015107
249	0.2572307149
250	0.2571643253
251	0.2571253973
252	0.2570594045
253	0.2569987517
254	0.2569442651
255	0.256886041
256	0.2568314992
257	0.2567929014
258	0.2567394021
259	0.2566861626
260	0.2566366769
261	0.2565758352
262	0.2565325251
263	0.2564879213
264	0.2564485491
265	0.256382605
266	0.2563381658
267	0.2562939032
268	0.2562469155
269	0.2562096372
270	0.2561632817
271	0.2561259233
272	0.2560810293
273	0.2560306854
274	0.2559939603
275	0.2559436294
276	0.2558917574
277	0.2558426656
278	0.2557965531
279	0.2557528774
280	0.255717255
281	0.2556879694
282	0.2556411076
283	0.2556036809
284	0.255558447
285	0.2555155637
286	0.2554678232
287	0.2554264926
288	0.2553801211
289	0.25534019
290	0.2553008059
291	0.2552715652
292	0.2552297129
293	0.2551877063
294	0.2551616304
295	0.2551241758
296	0.2550893076
297	0.2550441388
298	0.2550042383
299	0.2549727273
300	0.2549451687
301	0.2549154315
302	0.254883971
303	0.2548464326
304	0.2548098964
305	0.2547730358
306	0.2547400925
307	0.2546926976
308	0.2546507094
309	0.2546161304
310	0.2545840891
311	0.2545593879
312	0.254531229
313	0.2544936109
314	0.2544594907
315	0.2544322662
316	0.2544069036
317	0.2543797432
318	0.2543478498
319	0.2543217435
320	0.2542945383
321	0.2542680687
322	0.2542322688
323	0.2542049183
324	0.2541753839
325	0.2541428971
326	0.2541140821
327	0.254081442
328	0.2540538106
329	0.2540126503
330	0.2539807312
331	0.2539534372
332	0.2539288072
333	0.2539052022
334	0.2538726155
335	0.2538427361
336	0.2538185522
337	0.253789094
338	0.2537625422
339	0.2537320952
340	0.2537110441
341	0.2536880208
342	0.2536583217
343	0.2536362756
344	0.2536022455
345	0.2535778137
346	0.2535459483
347	0.2535134042
348	0.2534900038
349	0.2534710329
350	0.2534476351
351	0.2534183629
352	0.2533971641
353	0.2533749484
354	0.2533464993
355	0.2533244498
356	0.2532960236
357	0.2532712194
358	0.2532611822
359	0.2532271004
360	0.2532088081
361	0.2531797849
362	0.2531493745
363	0.2531307596
364	0.2531008908
365	0.2530691515
366	0.2530483428
367	0.2530203909
368	0.2530014721
369	0.2529820045
370	0.2529523436
371	0.2529296832
372	0.2528989827
373	0.2528771704
374	0.2528568447
375	0.2528335854
376	0.2528107249
377	0.2527888593
378	0.2527616209
379	0.2527416254
380	0.2527217734
381	0.2527035901
382	0.2526801006
383	0.2526593929
384	0.2526410653
385	0.2526192811
386	0.2526015016
387	0.2525781969
388	0.2525543322
389	0.2525300893
390	0.252509637
391	0.2524885536
392	0.252464962
393	0.2524431639
394	0.2524148229
395	0.2523991377
396	0.2523746191
397	0.2523538672
398	0.2523310733
399	0.2523169118
400	0.2522993266
401	0.2522822938
402	0.2522692811
403	0.2522530592
404	0.2522336513
405	0.2522199053
406	0.2522008659
407	0.2521840976
408	0.2521627816
409	0.2521479858
410	0.2521246957
411	0.2520999707
412	0.2520740851
413	0.2520546675
414	0.2520296298
415	0.2520065443
416	0.2519810366
417	0.2519608205
418	0.2519401154
419	0.251921496
420	0.2518991805
421	0.2518805755
422	0.251859052
423	0.2518429128
424	0.2518217927
425	0.2517988724
426	0.2517792039
427	0.2517574899
428	0.2517333025
429	0.2517168209
430	0.2517033028
431	0.2516848699
432	0.2516629742
433	0.251644097
434	0.2516223267
435	0.2516027139
436	0.2515893142
437	0.2515649479
438	0.251545772
439	0.2515282914
440	0.2515096732
441	0.2514901446
442	0.2514695685
443	0.2514460778
444	0.2514342042
445	0.2514137425
446	0.2513984373
447	0.2513788303
448	0.2513609037
449	0.2513436628
450	0.2513288443
451	0.251309018
452	0.2512930919
453	0.2512731258
454	0.2512564303
455	0.2512448561
456	0.2512348541
457	0.2512154012
458	0.2511997354
459	0.2511848442
460	0.2511664668
461	0.2511509261
462	0.2511345364
463	0.2511215592
464	0.2511070927
465	0.251092646
466	0.2510726117
467	0.251059412
468	0.2510399554
469	0.2510258763
470	0.2510081273
471	0.2509946388
472	0.2509827502
473	0.2509683797
474	0.2509535008
475	0.2509418802
476	0.2509271751
477	0.2509045883
478	0.2508908137
479	0.2508723989
480	0.2508544113
481	0.2508361785
482	0.2508205138
483	0.2508051147
484	0.2507919024
485	0.2507723514
486	0.2507582953
487	0.2507440784
488	0.250730498
489	0.2507162456
490	0.2507022655
491	0.2506898514
492	0.2506737304
493	0.2506603018
494	0.2506496371
495	0.2506340608
496	0.2506207197
497	0.2506081613
498	0.2505942132
499	0.2505794517
500	0.2505646668
501	0.2505522226
502	0.2505362519
503	0.2505226597
504	0.2505068211
505	0.2504911464
506	0.2504755274
507	0.2504660138
508	0.2504507689
509	0.2504358512
510	0.2504229088
511	0.2504086602
512	0.2503976488
513	0.2503843162
514	0.2503697225
515	0.2503545524
516	0.2503425633
517	0.2503247431
518	0.2503155635
519	0.2503041169
520	0.2502889847
521	0.2502749889
522	0.2502588834
523	0.2502484012
524	0.2502345173
525	0.2502192976
526	0.2502019723
527	0.2501882004
528	0.250174575
529	0.2501620287
530	0.2501418515
531	0.2501271163
532	0.2501082049
533	0.250091022
534	0.2500778289
535	0.250059815
536	0.2500400015
537	0.2500247638
538	0.2500101658
539	0.2499955576
540	0.2499730579
541	0.2499569506
542	0.2499413765
543	0.2499182799
544	0.2499055718
545	0.2498917649
546	0.249881116
547	0.2498685468
548	0.2498580897
549	0.2498453257
550	0.249832401
551	0.2498161918
552	0.2498013977
553	0.2497864341
554	0.2497714127
555	0.2497589804
556	0.2497448176
557	0.249732219
558	0.2497151518
559	0.2497021132
560	0.2496871975
561	0.2496753138
562	0.249653323
563	0.2496404979
564	0.2496275534
565	0.24961446
566	0.2496054109
567	0.2495923656
568	0.2495720246
569	0.2495522465
570	0.2495406742
571	0.2495277739
572	0.249504805
573	0.2494944428
574	0.2494842464
575	0.2494685245
576	0.2494551836
577	0.2494433281
578	0.2494278183
579	0.2494098974
580	0.2493947361
581	0.2493779094
582	0.2493615551
583	0.2493502365
584	0.2493374092
585	0.2493211519
586	0.2493096982
587	0.2492949616
588	0.2492790107
589	0.2492666218
590	0.2492518939
591	0.2492363712
592	0.2492292729
593	0.249217021
594	0.2492066293
595	0.249192927
596	0.2491852937
597	0.2491733785
598	0.2491589791
599	0.249147594
600	0.2491356679
601	0.2491242494
602	0.2491114206
603	0.2490999148
604	0.2490882911
605	0.249072192
606	0.2490592732
607	0.2490449418
608	0.2490325077
609	0.24902386
610	0.2490092028
611	0.2489965524
612	0.2489851261
613	0.2489729104
614	0.2489617714
615	0.2489472925
616	0.2489332203
617	0.2489227026
618	0.2489114255
619	0.2489005305
620	0.2488921554
621	0.2488765991
622	0.2488653108
623	0.2488560803
624	0.2488438295
625	0.2488242106
626	0.2488122957
627	0.2487985306
628	0.2487846681
629	0.2487720418
630	0.2487621918
631	0.2487468065
632	0.2487287389
633	0.2487163543
634	0.248703812
635	0.2486941692
636	0.2486807104
637	0.2486662243
638	0.2486579405
639	0.2486398444
640	0.2486255762
641	0.248613703
642	0.248597441
643	0.2485854193
644	0.2485725085
645	0.2485580431
646	0.2485459413
647	0.2485343917
648	0.2485237723
649	0.2485123483
650	0.2485012893
651	0.248488063
652	0.2484780184
653	0.248465987
654	0.2484493171
655	0.2484388318
656	0.2484291014
657	0.2484165674
658	0.2484068283
659	0.2483992018
660	0.2483852981
661	0.248371908
662	0.2483597776
663	0.2483486698
664	0.2483372534
665	0.2483191904
666	0.2483067773
667	0.2482925638
668	0.2482850343
669	0.2482773
670	0.248267309
671	0.2482558694
672	0.2482453938
673	0.2482237689
674	0.2482118804
675	0.2482003152
676	0.2481886647
677	0.2481771981
678	0.2481676606
679	0.2481591611
680	0.2481463569
681	0.2481337991
682	0.2481227018
683	0.2481170051
684	0.2481051551
685	0.2480949421
686	0.248084256
687	0.2480725998
688	0.2480620984
689	0.2480486226
690	0.2480408363
691	0.2480320788
692	0.2480188954
693	0.2480065777
694	0.2479918295
695	0.2479825542
696	0.2479690535
697	0.2479567782
698	0.2479461191
699	0.2479304199
700	0.2479190287
701	0.2479065559
702	0.2478964832
703	0.2478847345
704	0.2478796812
705	0.2478693364
706	0.247856813
707	0.2478432008
708	0.2478329566
709	0.2478205085
710	0.2478110744
711	0.247793533
712	0.2477808949
713	0.2477677817
714	0.2477533974
715	0.2477412401
716	0.2477341119
717	0.247716814
718	0.2477075762
719	0.2476928079
720	0.2476839406
721	0.2476741439
722	0.2476627038
723	0.2476531136
724	0.2476384984
725	0.2476278285
726	0.2476169164
727	0.2476016133
728	0.2475872938
729	0.2475783274
730	0.2475711177
731	0.2475613439
732	0.2475464824
733	0.2475369647
734	0.2475291789
735	0.247515944
736	0.2475022634
737	0.2474857544
738	0.2474747976
739	0.2474673886
740	0.2474549659
741	0.2474424685
742	0.2474326926
743	0.2474226435
744	0.2474110235
745	0.2473996302
746	0.2473882009
747	0.2473755976
748	0.247366678
749	0.2473618027
750	0.2473477262
751	0.2473376095
752	0.247327578
753	0.2473154841
754	0.2473068288
755	0.2472947164
756	0.24728417
757	0.2472709012
758	0.2472646048
759	0.2472510398
760	0.2472388464
761	0.2472270572
762	0.2472178921
763	0.2472037954
764	0.2471954146
765	0.2471833048
766	0.2471717415
767	0.2471611145
768	0.2471478173
769	0.2471332643
770	0.2471219488
771	0.2471120946
772	0.2470970395
773	0.2470871124
774	0.247071359
775	0.2470589292
776	0.2470466483
777	0.2470414263
778	0.2470294242
779	0.2470178328
780	0.24701086
781	0.2469955218
782	0.2469836943
783	0.2469760899
784	0.2469633945
785	0.2469510686
786	0.2469347258
787	0.2469224998
788	0.246905477
789	0.2468929866
790	0.2468809448
791	0.2468669497
792	0.2468543894
793	0.2468417894
794	0.2468318231
795	0.2468205413
796	0.2468100929
797	0.2467973492
798	0.2467864091
799	0.2467760837
800	0.2467664011
801	0.2467585856
802	0.246745878
803	0.2467361395
804	0.2467259703
805	0.2467151987
806	0.2467031944
807	0.2466934809
808	0.2466850219
809	0.2466768153
810	0.2466646638
811	0.2466558598
812	0.2466453992
813	0.2466346823
814	0.2466211742
815	0.2466104675
816	0.2465975321
817	0.246589192
818	0.246580183
819	0.2465709794
820	0.2465582497
821	0.2465465304
822	0.2465343846
823	0.2465258955
824	0.2465181843
825	0.2465080498
826	0.2464971556
827	0.2464820028
828	0.2464719343
829	0.2464596543
830	0.2464465539
831	0.2464381694
832	0.2464285328
833	0.2464153826
834	0.2464041213
835	0.2463979373
836	0.2463838959
837	0.2463748228
838	0.2463629349
839	0.246353827
840	0.2463423705
841	0.2463322031
842	0.2463192826
843	0.246305861
844	0.2462938323
845	0.2462804269
846	0.2462711088
847	0.2462608248
848	0.246253118
849	0.2462413043
850	0.2462309636
851	0.2462208392
852	0.2462102815
853	0.2461971705
854	0.2461849914
855	0.2461739717
856	0.2461593102
857	0.2461483647
858	0.246137005
859	0.2461259992
860	0.2461133585
861	0.246104308
862	0.2460922337
863	0.2460826523
864	0.246072716
865	0.2460605301
866	0.2460493185
867	0.2460431981
868	0.2460339159
869	0.2460247837
870	0.246015915
871	0.2460029356
872	0.2459950021
873	0.2459802221
874	0.2459723967
875	0.2459633107
876	0.2459554655
877	0.2459458735
878	0.2459325008
879	0.2459253635
880	0.2459109721
881	0.2458976131
882	0.2458880261
883	0.2458756836
884	0.2458661323
885	0.2458564955
886	0.2458442938
887	0.2458344823
888	0.245823011
889	0.2458190185
890	0.2458099447
891	0.2458049677
892	0.2457975008
893	0.2457894787
894	0.2457808505
895	0.2457719357
896	0.2457590648
897	0.2457503052
898	0.2457369163
899	0.2457242933
900	0.2457173364
901	0.2457116265
902	0.2457046441
903	0.2456939246
904	0.2456862171
905	0.2456787153
906	0.2456675511
907	0.245654792
908	0.2456479107
909	0.2456363652
910	0.2456246167
911	0.2456108236
912	0.2456014188
913	0.2455874485
914	0.2455753566
915	0.2455644603
916	0.2455519007
917	0.2455442876
918	0.2455417754
919	0.2455276617
920	0.2455185178
921	0.2455108096
922	0.2455056496
923	0.2454972263
924	0.2454855548
925	0.2454699016
926	0.2454612674
927	0.2454545511
928	0.2454453163
929	0.2454400565
930	0.2454303462
931	0.2454203165
932	0.2454088194
933	0.2454012677
934	0.2453913729
935	0.2453806772
936	0.2453682308
937	0.2453570138
938	0.245343721
939	0.2453353606
940	0.2453263646
941	0.2453145665
942	0.2453035941
943	0.2452919619
944	0.2452811593
945	0.2452746239
946	0.2452643684
947	0.2452575836
948	0.2452494423
949	0.2452403379
950	0.2452306085
951	0.245223704
952	0.2452111223
953	0.245201733
954	0.2451947731
955	0.2451814357
956	0.245170615
957	0.2451536429
958	0.2451391951
959	0.2451309088
960	0.2451217773
961	0.2451050078
962	0.2450932391
963	0.2450830601
964	0.2450734182
965	0.2450613691
966	0.2450537446
967	0.2450441182
968	0.2450367316
969	0.2450279223
970	0.2450175899
971	0.2450015972
972	0.2449914428
973	0.2449814235
974	0.2449741381
975	0.244961004
976	0.24495243
977	0.2449432343
978	0.2449316333
979	0.244920793
980	0.244913124
981	0.2449035007
982	0.2448912628
983	0.2448783324
984	0.2448667913
985	0.2448533849
986	0.244840821
987	0.2448284364
988	0.2448188613
989	0.2448071688
990	0.2447913779
991	0.2447815441
992	0.2447742434
993	0.2447638599
994	0.2447533256
995	0.2447421143
996	0.2447295233
997	0.2447183587
998	0.2447055818
999	0.2446952792
1000	0.2446816305
1001	0.2446698119
1002	0.2446599524
1003	0.2446479739
1004	0.2446424777
1005	0.2446301131
1006	0.2446226305
1007	0.2446159698
1008	0.2446022559
1009	0.2445934732
1010	0.2445850033
1011	0.2445761351
1012	0.2445665477
1013	0.2445546639
1014	0.2445447311
1015	0.2445354382
1016	0.2445247847
1017	0.2445106347
1018	0.2445012566
1019	0.2444893345
1020	0.2444771999
1021	0.2444692638
1022	0.2444568139
1023	0.244443338
1024	0.2444318732
1025	0.244419117
1026	0.2444095863
1027	0.2443974934
1028	0.2443880297
1029	0.2443758963
1030	0.2443590269
1031	0.2443473846
1032	0.2443390669
1033	0.2443295156
1034	0.2443179737
1035	0.2443051056
1036	0.2442948016
1037	0.244283914
1038	0.244269971
1039	0.2442546798
1040	0.2442461443
1041	0.2442370767
1042	0.2442304847
1043	0.2442227297
1044	0.2442099972
1045	0.2441965522
1046	0.2441852021
1047	0.2441680891
1048	0.2441543858
1049	0.2441404136
1050	0.244129078
1051	0.2441173454
1052	0.2441081658
1053	0.2440996371
1054	0.2440880778
1055	0.244077308
1056	0.2440637105
1057	0.244055203
1058	0.2440394308
1059	0.2440310557
1060	0.2440179951
1061	0.244006209
1062	0.2439960047
1063	0.2439837397
1064	0.2439725943
1065	0.2439630742
1066	0.243952449
1067	0.2439430877
1068	0.243933721
1069	0.2439208353
1070	0.243914473
1071	0.2439074409
1072	0.2438929493
1073	0.243888893
1074	0.2438774273
1075	0.243866917
1076	0.2438538974
1077	0.2438395992
1078	0.2438299051
1079	0.2438170475
1080	0.2438086298
1081	0.2437946031
1082	0.2437821056
1083	0.2437651038
1084	0.2437560738
1085	0.2437501148
1086	0.2437384286
1087	0.2437265981
1088	0.2437184066
1089	0.2437018892
1090	0.2436927551
1091	0.243678275
1092	0.2436668142
1093	0.2436558731
1094	0.2436435806
1095	0.243633155
1096	0.2436207758
1097	0.2436096664
1098	0.2436019841
1099	0.2435988913
1100	0.2435853845
1101	0.2435756371
1102	0.2435639162
1103	0.2435524618
1104	0.2435440521
1105	0.2435309792
1106	0.243524744
1107	0.2435138456
1108	0.2435003152
1109	0.2434896019
1110	0.2434826384
1111	0.2434694923
1112	0.2434619547
1113	0.2434513056
1114	0.2434396764
1115	0.2434221267
1116	0.2434099845
1117	0.2433971397
1118	0.2433887964
1119	0.2433744481
1120	0.2433590794
1121	0.2433471702
1122	0.2433414849
1123	0.2433310348
1124	0.2433173589
1125	0.2433083679
1126	0.2432976126
1127	0.2432870272
1128	0.2432767427
1129	0.2432623611
1130	0.2432525997
1131	0.2432425559
1132	0.24323577
1133	0.2432243388
1134	0.2432090998
1135	0.2431980452
1136	0.2431844733
1137	0.2431716384
1138	0.2431569874
1139	0.2431445978
1140	0.2431275718
1141	0.2431148823
